link_id,tick,load_units,load_ratio,status,observed_latency_ms
Aegis-Elysium,423,35.3,0.1746,ok,167914.544
Aegis-Elysium,424,50.7,0.2512,ok,
Aegis-Elysium,425,44.4,0.22,ok,183707.125
Aegis-Elysium,426,30.8,0.1526,ok,165973.637
Aegis-Elysium,427,84.4,0.4176,ok,287574.846
Aegis-Elysium,428,79.1,0.3916,ok,272470.378
Aegis-Elysium,429,,0.0964,ok,154430.426
Aegis-Elysium,430,13.1,0.0649,ok,148359.566
Aegis-Elysium,431,113.6,0.5623,ok,486127.319
Aegis-Elysium,432,84.8,0.4199,ok,294196.392
Aegis-Elysium,433,72.5,0.3587,ok,249591.46
Aegis-Elysium,434,42.9,0.2123,ok,176132.658
Aegis-Elysium,435,82.4,0.4081,ok,281127.942
Aegis-Elysium,436,44.3,0.2195,ok,179465.6
Aegis-Elysium,437,72.1,0.357,ok,243349.914
Aegis-Elysium,438,78.3,0.3876,ok,260852.788
Aegis-Elysium,439,40.3,0.1997,ok,178810.915
Aegis-Elysium,440,51.3,0.2538,ok,194195.27
Aegis-Elysium,441,16.0,0.079,ok,
Aegis-Elysium,442,54.0,0.2675,ok,197412.803
Aegis-Elysium,443,14.4,0.0714,ok,151477.305
Aegis-Elysium,444,4.1,0.0205,ok,
Aegis-Elysium,445,52.9,0.2619,ok,194094.709
Aegis-Elysium,446,38.6,0.1913,ok,175486.6
Aegis-Elysium,447,46.6,0.2309,ok,438219.427
Aegis-Elysium,448,86.8,0.4295,ok,815366.739
Aegis-Elysium,449,32.1,0.1591,ok,166884.232
Aegis-Elysium,450,64.2,0.318,ok,223736.289
Aegis-Elysium,451,33.7,0.1667,ok,171303.881
Aegis-Elysium,452,103.7,0.5133,ok,
Aegis-Elysium,453,18.3,0.0904,ok,159763.195
Aegis-Elysium,454,17.9,0.0884,ok,155538.008
Aegis-Elysium,455,134.6,0.6661,ok,770700.673
Aegis-Elysium,456,58.2,0.288,ok,211362.662
Aegis-Elysium,457,50.1,0.2481,ok,194905.898
Aegis-Elysium,458,22.7,0.1121,ok,160486.416
Aegis-Elysium,459,54.1,0.268,ok,199235.018
Aegis-Elysium,460,74.5,0.369,ok,250620.723
Aegis-Elysium,461,69.2,0.3425,ok,238870.279
Aegis-Elysium,462,16.7,0.0827,ok,152721.0
Aegis-Elysium,463,,0.4238,ok,294491.238
Aegis-Elysium,464,67.3,0.3331,ok,228950.874
Aegis-Elysium,465,98.1,0.4857,ok,368120.67
Aegis-Elysium,466,24.2,0.1197,ok,158829.386
Aegis-Elysium,467,64.6,0.3196,ok,219272.816
Aegis-Elysium,468,49.3,0.244,ok,193441.015
Aegis-Elysium,469,75.4,0.3733,ok,262333.36
Aegis-Elysium,470,13.8,0.0681,ok,160082.401
Aegis-Elysium,471,84.5,0.4185,ok,284657.97
Aegis-Elysium,472,128.5,0.6359,ok,671916.812
Aegis-Elysium,473,25.5,0.1262,ok,161558.053
Aegis-Elysium,474,68.5,0.3389,ok,234519.696
Aegis-Elysium,475,,0.1951,ok,176095.81
Aegis-Elysium,476,28.8,0.1426,ok,160647.34
Aegis-Elysium,477,71.8,0.3557,ok,241999.323
Aegis-Elysium,478,31.1,0.1541,ok,167543.31
Aegis-Elysium,479,61.9,0.3064,ok,219280.137
Aegis-Elysium,480,106.8,0.5287,ok,424771.813
Aegis-Elysium,481,35.1,0.1738,ok,172744.889
Aegis-Elysium,482,16.1,0.0799,ok,155684.392
Aegis-Elysium,483,28.9,0.1433,ok,164478.795
Aegis-Elysium,484,13.7,0.0678,ok,160233.708
Aegis-Elysium,485,44.3,0.2195,ok,182767.327
Aegis-Elysium,486,26.8,0.1326,ok,164021.781
Aegis-Elysium,487,70.7,0.35,ok,240373.54
Aegis-Elysium,488,19.3,0.0956,ok,153548.948
Aegis-Elysium,489,43.4,0.2147,ok,182071.426
Aegis-Elysium,490,109.0,0.5396,ok,449371.158
Aegis-Elysium,491,54.4,0.2695,ok,202949.786
Aegis-Elysium,492,53.4,0.2643,ok,201113.001
Aegis-Elysium,493,13.1,0.0647,ok,155653.085
Aegis-Elysium,494,21.9,0.1087,ok,158757.837
Aegis-Elysium,495,44.7,0.2212,ok,181835.888
Aegis-Elysium,496,141.6,0.701,ok,911683.085
Aegis-Elysium,497,60.1,0.2975,ok,210603.824
Aegis-Elysium,498,62.5,0.3093,ok,218423.05
Aegis-Elysium,499,109.4,0.5414,ok,441263.223
Boreas-Dawn,0,57.8,0.286,ok,92863.997
Boreas-Dawn,1,52.2,0.2583,ok,87274.392
Boreas-Dawn,2,33.5,0.1661,ok,73688.451
Boreas-Dawn,3,43.6,0.2156,ok,81054.916
Boreas-Dawn,4,67.0,0.3317,ok,99831.406
Boreas-Dawn,5,65.2,0.323,ok,102764.801
Boreas-Dawn,6,41.0,0.2031,ok,79553.121
Boreas-Dawn,7,26.9,0.133,ok,74491.68
Boreas-Dawn,8,24.4,0.1206,ok,72311.568
Boreas-Dawn,9,21.9,0.1084,ok,67825.033
Boreas-Dawn,10,73.4,0.3632,ok,109963.929
Boreas-Dawn,11,83.1,0.4112,ok,129480.472
Boreas-Dawn,12,50.9,0.2521,ok,85450.378
Boreas-Dawn,13,14.4,0.0712,ok,70030.351
Boreas-Dawn,14,42.4,0.2101,ok,79402.481
Boreas-Dawn,15,34.5,0.1707,ok,80179.088
Boreas-Dawn,16,41.0,0.2028,ok,79525.338
Boreas-Dawn,17,,0.4917,ok,167576.016
Boreas-Dawn,18,92.8,0.4594,ok,148205.561
Boreas-Dawn,19,27.2,0.1347,ok,72214.194
Boreas-Dawn,20,17.7,0.0875,ok,69024.443
Boreas-Dawn,21,110.9,0.549,ok,206550.977
Boreas-Dawn,22,14.7,0.0729,ok,67942.112
Boreas-Dawn,23,11.4,0.0566,ok,66676.763
Boreas-Dawn,24,48.8,0.2418,ok,84969.593
Boreas-Dawn,25,22.3,0.1106,ok,72317.443
Boreas-Dawn,26,99.8,0.4941,ok,169714.04
Boreas-Dawn,27,19.6,0.0972,ok,69981.999
Boreas-Dawn,28,44.7,0.2212,ok,80378.921
Boreas-Dawn,29,32.6,0.1615,ok,73790.996
Boreas-Dawn,30,22.0,0.1089,ok,72406.52
Boreas-Dawn,31,51.6,0.2554,ok,87169.33
Boreas-Dawn,32,22.5,0.1115,ok,70785.934
Boreas-Dawn,33,23.8,0.1178,ok,72821.171
Boreas-Dawn,34,,0.1726,ok,75053.59
Boreas-Dawn,35,9.5,0.0472,ok,71001.993
Boreas-Dawn,36,15.6,0.0775,ok,69672.106
Boreas-Dawn,37,52.4,0.2593,ok,88759.558
Boreas-Dawn,38,64.7,0.3201,ok,101915.41
Boreas-Dawn,39,87.5,0.4331,ok,136523.283
Boreas-Dawn,40,108.5,0.537,ok,196072.482
Boreas-Dawn,41,130.0,0.6437,ok,307206.37
Boreas-Dawn,42,156.5,0.7746,ok,615928.346
Boreas-Dawn,43,116.9,0.5785,ok,234136.342
Boreas-Dawn,44,74.4,0.3681,ok,
Boreas-Dawn,45,79.4,0.3931,ok,120705.586
Boreas-Dawn,46,9.3,0.0462,ok,70066.5
Boreas-Dawn,47,74.0,0.3666,ok,111372.863
Boreas-Dawn,48,83.3,0.4124,ok,124207.382
Boreas-Dawn,49,34.5,0.1709,ok,30513.351
Boreas-Dawn,50,,0.1293,ok,72687.969
Boreas-Dawn,51,61.3,0.3036,ok,96627.633
Boreas-Dawn,52,82.1,0.4067,ok,124266.861
Boreas-Dawn,53,93.2,0.4615,ok,149533.841
Boreas-Dawn,54,70.9,0.3508,ok,108073.063
Boreas-Dawn,55,10.4,0.0516,ok,68043.92
Boreas-Dawn,56,59.8,0.2959,ok,94703.298
Boreas-Dawn,57,44.3,0.2192,ok,82919.773
Boreas-Dawn,58,58.7,0.2908,ok,94902.85
Boreas-Dawn,59,50.9,0.2519,ok,85797.847
Boreas-Dawn,60,12.4,0.0613,ok,69060.482
Boreas-Dawn,61,79.4,0.393,ok,124571.309
Boreas-Dawn,62,24.7,0.1223,ok,71509.301
Boreas-Dawn,63,50.3,0.2489,ok,86862.141
Boreas-Dawn,64,32.7,0.1617,ok,73419.407
Boreas-Dawn,65,39.4,0.195,ok,159948.519
Boreas-Dawn,66,36.2,0.1791,ok,77694.575
Boreas-Dawn,67,57.8,0.2859,ok,91039.512
Boreas-Dawn,68,68.9,0.3411,ok,102840.814
Boreas-Dawn,69,59.2,0.2931,ok,91082.011
Boreas-Dawn,70,12.0,0.0593,ok,69358.068
Boreas-Dawn,71,53.3,0.2639,ok,91050.962
Boreas-Dawn,72,28.6,0.1418,ok,73696.233
Boreas-Dawn,73,18.7,0.0925,ok,69552.914
Boreas-Dawn,74,101.6,0.503,ok,174306.305
Boreas-Dawn,75,137.4,0.6802,ok,367309.472
Boreas-Dawn,76,26.8,0.1325,ok,70557.418
Boreas-Dawn,77,7.9,0.0391,ok,70578.803
Boreas-Dawn,78,53.8,0.2663,ok,91050.891
Boreas-Dawn,79,75.5,0.3737,ok,113245.071
Boreas-Dawn,80,13.8,0.0686,ok,68606.474
Boreas-Dawn,81,117.0,0.5792,ok,235059.938
Boreas-Dawn,82,94.5,0.4679,ok,153478.466
Boreas-Dawn,83,63.2,0.3129,ok,98292.133
Boreas-Dawn,84,13.9,0.069,ok,68266.51
Boreas-Dawn,85,2.2,0.0111,ok,68071.577
Boreas-Dawn,86,89.9,0.445,ok,143788.226
Boreas-Dawn,87,22.5,0.1115,ok,73228.219
Boreas-Dawn,88,103.2,0.5107,ok,180092.035
Boreas-Dawn,89,34.0,0.1684,ok,138837.421
Boreas-Dawn,90,85.5,0.4233,ok,133357.648
Boreas-Dawn,91,86.0,0.4258,ok,132857.247
Boreas-Dawn,92,130.0,0.6436,ok,306552.759
Boreas-Dawn,93,42.9,0.2126,ok,79705.383
Boreas-Dawn,94,71.9,0.3561,ok,110998.891
Boreas-Dawn,95,29.8,0.1475,ok,74303.173
Boreas-Dawn,96,103.3,0.5114,ok,179674.393
Boreas-Dawn,97,71.4,0.3537,ok,108925.775
Boreas-Dawn,98,65.5,0.3242,ok,101696.246
Boreas-Dawn,99,69.3,0.3431,ok,107171.085
Boreas-Dawn,100,34.6,0.1714,ok,75933.548
Boreas-Dawn,101,35.8,0.1774,ok,75181.169
Boreas-Dawn,102,38.3,0.1898,ok,77168.725
Boreas-Dawn,103,29.9,0.1482,ok,74282.902
Boreas-Dawn,104,62.4,0.3091,ok,95837.796
Boreas-Dawn,105,22.3,0.1104,ok,24229.289
Boreas-Dawn,106,15.2,0.0753,ok,70205.528
Boreas-Dawn,107,87.6,0.4339,ok,134088.056
Boreas-Dawn,108,45.3,0.2244,ok,84816.902
Boreas-Dawn,109,100.1,0.4956,ok,
Boreas-Dawn,110,63.7,0.3152,ok,97199.538
Boreas-Dawn,111,10.8,0.0533,ok,71318.251
Boreas-Dawn,112,62.8,0.3108,ok,97570.363
Boreas-Dawn,113,28.4,0.1403,ok,74008.536
Boreas-Dawn,114,50.7,0.2511,ok,84025.497
Boreas-Dawn,115,46.7,0.2313,ok,83787.248
Boreas-Dawn,116,46.2,0.2288,ok,83547.421
Boreas-Dawn,117,148.7,0.7361,ok,492409.321
Boreas-Dawn,118,71.3,0.3528,ok,106328.338
Boreas-Dawn,119,,0.3052,ok,96353.171
Boreas-Dawn,120,27.9,0.1384,ok,73936.716
Boreas-Dawn,121,,0.604,ok,256349.702
Boreas-Dawn,122,78.2,0.3873,ok,117944.35
Boreas-Dawn,123,88.5,0.4381,ok,140113.221
Boreas-Dawn,124,5.4,0.0267,ok,69283.36
Boreas-Dawn,125,87.4,0.4326,ok,136671.327
Boreas-Dawn,126,118.2,0.5854,ok,237944.144
Boreas-Dawn,127,33.2,0.1644,ok,75274.384
Boreas-Dawn,128,43.1,0.2134,ok,79571.12
Boreas-Dawn,129,61.9,0.3065,ok,99111.354
Boreas-Dawn,130,21.7,0.1072,ok,70958.178
Boreas-Dawn,131,140.1,0.6936,ok,391973.746
Boreas-Dawn,132,40.4,0.1999,ok,78597.218
Boreas-Dawn,133,46.3,0.2292,ok,83684.579
Boreas-Dawn,134,39.6,0.1959,ok,78274.728
Boreas-Dawn,135,42.4,0.2099,ok,
Boreas-Dawn,136,69.6,0.3446,ok,107128.908
Boreas-Dawn,137,85.0,0.4206,ok,128887.829
Boreas-Dawn,138,124.5,0.6162,ok,274817.642
Boreas-Dawn,139,18.1,0.0895,ok,70211.763
Boreas-Dawn,140,36.2,0.1793,ok,77842.171
Boreas-Dawn,141,23.4,0.116,ok,72753.161
Boreas-Dawn,142,58.9,0.2915,ok,91993.715
Boreas-Dawn,143,56.2,0.2782,ok,90466.255
Boreas-Dawn,144,52.8,0.2613,ok,88560.472
Boreas-Dawn,145,26.1,0.129,ok,72524.46
Boreas-Dawn,146,71.8,0.3555,ok,108043.604
Boreas-Dawn,147,48.3,0.2391,ok,85591.634
Boreas-Dawn,148,14.9,0.074,ok,67657.895
Boreas-Dawn,149,55.4,0.2745,ok,89646.17
Boreas-Dawn,150,9.5,0.0472,ok,67050.324
Boreas-Dawn,151,109.7,0.5429,ok,202135.598
Boreas-Dawn,152,65.1,0.3221,ok,100439.367
Boreas-Dawn,153,35.8,0.177,ok,77916.293
Boreas-Dawn,154,26.8,0.1326,ok,75033.821
Boreas-Dawn,155,104.3,0.5164,ok,181710.052
Boreas-Dawn,156,32.2,0.1596,ok,77288.935
Boreas-Dawn,157,47.3,0.2341,ok,81544.84
Boreas-Dawn,158,72.4,0.3584,ok,108924.103
Boreas-Dawn,159,113.3,0.5608,ok,215140.181
Boreas-Dawn,160,34.6,0.1715,ok,74165.305
Boreas-Dawn,161,43.7,0.2161,ok,80076.515
Boreas-Dawn,162,28.2,0.1397,ok,73410.216
Boreas-Dawn,163,84.0,0.4156,ok,129537.216
Boreas-Dawn,164,43.2,0.2138,ok,81509.963
Boreas-Dawn,165,75.7,0.3747,ok,116034.534
Boreas-Dawn,166,47.2,0.2338,ok,86339.44
Boreas-Dawn,167,57.2,0.283,ok,92336.247
Boreas-Dawn,168,80.6,0.3988,ok,124461.242
Boreas-Dawn,169,,0.5684,ok,221789.459
Boreas-Dawn,170,77.6,0.384,ok,118963.513
Boreas-Dawn,171,45.6,0.2256,ok,81029.178
Boreas-Dawn,172,65.2,0.3228,ok,102754.018
Boreas-Dawn,173,74.7,0.37,ok,113441.185
Boreas-Dawn,174,75.8,0.3752,ok,115891.828
Boreas-Dawn,175,11.6,0.0575,ok,70131.463
Boreas-Dawn,176,69.1,0.3421,ok,102967.074
Boreas-Dawn,177,34.5,0.1707,ok,76119.289
Boreas-Dawn,178,96.6,0.4784,ok,160141.953
Boreas-Dawn,179,36.0,0.1782,ok,75365.391
Boreas-Dawn,180,23.3,0.1151,ok,72454.867
Boreas-Dawn,181,110.1,0.5448,ok,203562.011
Boreas-Dawn,182,68.2,0.3375,ok,103776.686
Boreas-Dawn,183,62.0,0.3071,ok,
Boreas-Dawn,184,35.7,0.1766,ok,74976.436
Boreas-Dawn,185,97.1,0.4805,ok,159963.76
Boreas-Dawn,186,27.3,0.1354,ok,
Boreas-Dawn,187,35.1,0.1735,ok,75662.717
Boreas-Dawn,188,21.5,0.1064,ok,70973.326
Boreas-Dawn,189,32.5,0.1607,ok,75728.649
Boreas-Dawn,190,126.9,0.6281,ok,288602.194
Boreas-Dawn,191,17.5,0.0867,ok,69952.294
Boreas-Dawn,192,17.4,0.086,ok,68806.824
Boreas-Dawn,193,50.2,0.2486,ok,86786.397
Boreas-Dawn,194,73.8,0.3654,ok,112977.543
Boreas-Dawn,195,40.9,0.2025,ok,77096.358
Boreas-Dawn,196,17.7,0.0878,ok,70552.749
Boreas-Dawn,197,53.4,0.2644,ok,88680.389
Boreas-Dawn,198,14.2,0.0705,ok,71630.848
Boreas-Dawn,199,52.6,0.2606,ok,86095.034
Boreas-Dawn,200,59.9,0.2966,ok,
Boreas-Dawn,201,73.1,0.362,ok,111222.271
Boreas-Dawn,202,16.6,0.0822,ok,71213.459
Boreas-Dawn,203,60.9,0.3017,ok,96575.296
Boreas-Dawn,204,61.0,0.3021,ok,94914.233
Boreas-Dawn,205,61.6,0.3047,ok,96217.451
Boreas-Dawn,206,56.4,0.2793,ok,90545.76
Boreas-Dawn,207,51.0,0.2527,ok,89095.726
Boreas-Dawn,208,54.8,0.2712,ok,90788.047
Boreas-Dawn,209,130.4,0.6456,ok,310784.887
Boreas-Dawn,210,28.6,0.1413,ok,76338.567
Boreas-Dawn,211,21.0,0.1041,ok,72262.651
Boreas-Dawn,212,47.8,0.2368,ok,81798.606
Boreas-Dawn,213,116.7,0.5778,ok,231503.719
Boreas-Dawn,214,27.6,0.1368,ok,72488.886
Boreas-Dawn,215,64.8,0.321,ok,100664.662
Boreas-Dawn,216,54.2,0.2684,ok,89582.762
Boreas-Dawn,217,12.5,0.0617,ok,69636.898
Boreas-Dawn,218,37.9,0.1878,ok,75242.202
Boreas-Dawn,219,52.1,0.2577,ok,86296.668
Boreas-Dawn,220,81.1,0.4015,ok,126858.328
Boreas-Dawn,221,115.5,0.5718,ok,225186.763
Boreas-Dawn,222,89.3,0.4419,ok,142666.137
Boreas-Dawn,223,,0.3338,ok,35086.541
Boreas-Dawn,224,,0.1152,ok,72934.822
Boreas-Dawn,225,63.1,0.3124,ok,96988.192
Boreas-Dawn,226,92.8,0.4594,ok,147297.228
Boreas-Dawn,227,40.8,0.2017,ok,81179.882
Boreas-Dawn,228,70.1,0.347,ok,108474.987
Boreas-Dawn,229,45.2,0.2235,ok,83060.103
Boreas-Dawn,230,25.6,0.127,ok,69807.949
Boreas-Dawn,231,71.4,0.3535,ok,108130.541
Boreas-Dawn,232,34.9,0.1729,ok,75692.251
Boreas-Dawn,233,13.0,0.0644,ok,67562.419
Boreas-Dawn,234,84.2,0.4169,ok,130280.419
Boreas-Dawn,235,30.2,0.1494,ok,75409.792
Boreas-Dawn,236,79.8,0.3953,ok,124406.959
Boreas-Dawn,237,46.0,0.2276,ok,84203.055
Boreas-Dawn,238,13.4,0.0662,ok,68980.451
Boreas-Dawn,239,41.9,0.2076,ok,79221.639
Boreas-Dawn,240,45.2,0.2239,ok,82904.12
Boreas-Dawn,241,41.4,0.2051,ok,79507.977
Boreas-Dawn,242,31.4,0.1555,ok,76272.9
Boreas-Dawn,243,38.5,0.1907,ok,75057.052
Boreas-Dawn,244,74.4,0.3685,ok,113146.66
Boreas-Dawn,245,42.3,0.2097,ok,79319.506
Boreas-Dawn,246,82.2,0.4069,ok,
Boreas-Dawn,247,14.4,0.0714,ok,72201.075
Boreas-Dawn,248,51.0,0.2527,ok,85319.471
Boreas-Dawn,249,55.5,0.2749,ok,
Boreas-Dawn,250,16.3,0.0807,ok,68589.113
Boreas-Dawn,251,23.6,0.1171,ok,69614.139
Boreas-Dawn,252,87.2,0.4317,ok,135974.161
Boreas-Dawn,253,85.8,0.4246,ok,132559.604
Boreas-Dawn,254,96.8,0.479,ok,159636.117
Boreas-Dawn,255,102.9,0.5092,ok,178024.571
Boreas-Dawn,256,79.4,0.3931,ok,122024.548
Boreas-Dawn,257,45.7,0.2263,ok,80601.262
Boreas-Dawn,258,114.6,0.5672,ok,220429.822
Boreas-Dawn,259,87.0,0.4307,ok,134851.683
Boreas-Dawn,260,17.5,0.0866,ok,
Boreas-Dawn,261,56.0,0.2773,ok,89388.882
Boreas-Dawn,262,26.1,0.1291,ok,72697.958
Boreas-Dawn,263,62.0,0.3072,ok,97778.2
Boreas-Dawn,264,89.1,0.4412,ok,139261.253
Boreas-Dawn,265,39.6,0.1961,ok,78367.925
Boreas-Dawn,266,60.2,0.2979,ok,93954.892
Boreas-Dawn,267,36.3,0.1799,ok,77372.951
Boreas-Dawn,268,,0.3083,ok,98221.981
Boreas-Dawn,269,104.9,0.5194,ok,180700.081
Boreas-Dawn,270,45.9,0.2273,ok,81768.635
Boreas-Dawn,271,98.1,0.4858,ok,164819.133
Boreas-Dawn,272,63.2,0.3129,ok,97103.92
Boreas-Dawn,273,19.3,0.0957,ok,71480.132
Boreas-Dawn,274,68.4,0.3386,ok,107104.738
Boreas-Dawn,275,116.0,0.574,ok,227188.019
Boreas-Dawn,276,114.8,0.5685,ok,221223.999
Boreas-Dawn,277,90.9,0.4499,ok,142407.303
Boreas-Dawn,278,29.4,0.1456,ok,75057.765
Boreas-Dawn,279,,0.2706,ok,90299.96
Boreas-Dawn,280,42.5,0.2103,ok,80580.179
Boreas-Dawn,281,103.1,0.5106,ok,180821.532
Boreas-Dawn,282,73.3,0.363,ok,
Boreas-Dawn,283,29.9,0.1478,ok,72813.621
Boreas-Dawn,284,33.7,0.1667,ok,75451.339
Boreas-Dawn,285,15.2,0.0755,ok,69230.193
Boreas-Dawn,286,76.6,0.379,ok,116563.16
Boreas-Dawn,287,9.6,0.0474,ok,67240.896
Boreas-Dawn,288,63.0,0.3121,ok,99056.627
Boreas-Dawn,289,35.1,0.1736,ok,77724.359
Boreas-Dawn,290,,0.5112,ok,179227.471
Boreas-Dawn,291,29.2,0.1447,ok,74260.485
Boreas-Dawn,292,28.2,0.1398,ok,73956.782
Boreas-Dawn,293,15.2,0.0751,ok,70164.57
Boreas-Dawn,294,46.1,0.2283,ok,81698.129
Boreas-Dawn,295,117.0,0.5794,ok,233998.828
Boreas-Dawn,296,94.1,0.466,ok,152594.126
Boreas-Dawn,297,39.5,0.1954,ok,78984.903
Boreas-Dawn,298,50.5,0.2502,ok,87083.711
Boreas-Dawn,299,23.2,0.1146,ok,70114.705
Boreas-Dawn,300,,0.2132,ok,82596.889
Boreas-Dawn,301,81.9,0.4055,ok,125495.338
Boreas-Dawn,302,3.5,0.0172,ok,70000.3
Boreas-Dawn,303,67.8,0.3356,ok,104948.783
Boreas-Dawn,304,31.7,0.1567,ok,72435.518
Boreas-Dawn,305,11.9,0.059,ok,69682.716
Boreas-Dawn,306,72.6,0.3595,ok,112650.517
Boreas-Dawn,307,92.8,0.4596,ok,149294.918
Boreas-Dawn,308,45.8,0.2266,ok,83281.277
Boreas-Dawn,309,22.9,0.1135,ok,73607.227
Boreas-Dawn,310,72.6,0.3592,ok,109599.35
Boreas-Dawn,311,63.5,0.3144,ok,98097.312
Boreas-Dawn,312,128.0,0.6337,ok,298135.701
Boreas-Dawn,313,40.4,0.1999,ok,79275.22
Boreas-Dawn,314,63.6,0.3147,ok,98831.027
Boreas-Dawn,315,64.6,0.3197,ok,
Boreas-Dawn,316,69.5,0.3441,ok,
Boreas-Dawn,317,36.4,0.1802,ok,77301.142
Boreas-Dawn,318,49.0,0.2425,ok,84632.357
Boreas-Dawn,319,43.9,0.2171,ok,
Boreas-Dawn,320,35.9,0.1776,ok,78302.784
Boreas-Dawn,321,102.2,0.506,ok,174844.416
Boreas-Dawn,322,24.5,0.1212,ok,73985.831
Boreas-Dawn,323,137.2,0.679,ok,364609.973
Boreas-Dawn,324,,0.1629,ok,75415.843
Boreas-Dawn,325,37.0,0.1833,ok,77714.405
Boreas-Dawn,326,150.2,0.7433,ok,511649.853
Boreas-Dawn,327,79.5,0.3933,ok,120883.539
Boreas-Dawn,328,66.5,0.3293,ok,99847.253
Boreas-Dawn,329,15.3,0.0758,ok,69629.106
Boreas-Dawn,330,15.7,0.0776,ok,69979.713
Boreas-Dawn,331,37.1,0.1835,ok,77059.254
Boreas-Dawn,332,50.2,0.2486,ok,82483.004
Boreas-Dawn,333,61.6,0.3049,ok,95583.594
Boreas-Dawn,334,32.1,0.1589,ok,73187.438
Boreas-Dawn,335,48.4,0.2396,ok,82352.223
Boreas-Dawn,336,60.6,0.3001,ok,97743.128
Boreas-Dawn,337,42.6,0.2108,ok,234976.557
Boreas-Dawn,338,14.9,0.0739,ok,70142.514
Boreas-Dawn,339,63.3,0.3132,ok,99129.091
Boreas-Dawn,340,80.5,0.3986,ok,123901.856
Boreas-Dawn,341,19.5,0.0966,ok,73010.156
Boreas-Dawn,342,91.1,0.4511,ok,147429.882
Boreas-Dawn,343,33.8,0.1675,ok,75976.014
Boreas-Dawn,344,48.4,0.2397,ok,
Boreas-Dawn,345,133.0,0.6585,ok,331246.921
Boreas-Dawn,346,58.7,0.2903,ok,93481.806
Boreas-Dawn,347,111.0,0.5493,ok,208520.874
Boreas-Dawn,348,68.7,0.3399,ok,
Boreas-Dawn,349,29.7,0.1469,ok,
Boreas-Dawn,350,39.1,0.1935,ok,78910.713
Boreas-Dawn,351,123.6,0.6118,ok,267219.097
Boreas-Dawn,352,70.0,0.3466,ok,109434.044
Boreas-Dawn,353,19.3,0.0957,ok,69816.581
Boreas-Dawn,354,32.9,0.1628,ok,76242.303
Boreas-Dawn,355,51.0,0.2526,ok,88711.297
Boreas-Dawn,356,25.9,0.1284,ok,72221.951
Boreas-Dawn,357,8.3,0.0413,ok,69466.539
Boreas-Dawn,358,88.4,0.4378,ok,141197.944
Boreas-Dawn,359,117.7,0.5827,ok,237878.893
Boreas-Dawn,360,79.2,0.3923,ok,121121.968
Boreas-Dawn,361,81.9,0.4055,ok,122823.043
Boreas-Dawn,362,13.4,0.0666,ok,68808.228
Boreas-Dawn,363,24.9,0.1233,ok,73809.368
Boreas-Dawn,364,,0.5803,ok,235932.497
Boreas-Dawn,365,18.8,0.093,ok,72257.791
Boreas-Dawn,366,77.4,0.3834,ok,117841.429
Boreas-Dawn,367,41.1,0.2033,ok,79813.995
Boreas-Dawn,368,91.5,0.4531,ok,147716.183
Boreas-Dawn,369,56.6,0.28,ok,
Boreas-Dawn,370,56.6,0.2804,ok,91729.02
Boreas-Dawn,371,,0.4324,ok,137727.882
Boreas-Dawn,372,59.7,0.2954,ok,92814.227
Boreas-Dawn,373,39.5,0.1954,ok,81118.966
Boreas-Dawn,374,88.7,0.439,ok,138433.256
Boreas-Dawn,375,102.1,0.5055,ok,174790.335
Boreas-Dawn,376,93.9,0.465,ok,150248.61
Boreas-Dawn,377,88.6,0.4388,ok,140616.691
Boreas-Dawn,378,47.7,0.2361,ok,83893.035
Boreas-Dawn,379,46.4,0.2298,ok,81819.257
Boreas-Dawn,380,115.0,0.5693,ok,223752.972
Boreas-Dawn,381,92.6,0.4583,ok,150086.122
Boreas-Dawn,382,39.0,0.1931,ok,80496.458
Boreas-Dawn,383,105.2,0.5208,ok,186390.143
Boreas-Dawn,384,79.2,0.3921,ok,120040.273
Boreas-Dawn,385,58.3,0.2886,ok,93686.632
Boreas-Dawn,386,52.6,0.2604,ok,84769.505
Boreas-Dawn,387,83.1,0.4116,ok,127972.177
Boreas-Dawn,388,58.7,0.2908,ok,93490.409
Boreas-Dawn,389,133.3,0.66,ok,334484.593
Boreas-Dawn,390,,0.3095,ok,97620.672
Boreas-Dawn,391,151.5,0.75,ok,531325.188
Boreas-Dawn,392,126.2,0.6249,ok,284544.27
Boreas-Dawn,393,44.2,0.2189,ok,80767.784
Boreas-Dawn,394,21.5,0.1063,ok,69582.392
Boreas-Dawn,395,86.0,0.4256,ok,133267.524
Boreas-Dawn,396,60.5,0.2993,ok,95009.934
Boreas-Dawn,397,67.3,0.3331,ok,101933.596
Boreas-Dawn,398,86.2,0.4266,ok,133663.451
Boreas-Dawn,399,43.9,0.2172,ok,81221.236
Boreas-Dawn,400,35.0,0.1732,ok,75726.231
Boreas-Dawn,401,151.4,0.7493,ok,530401.673
Boreas-Dawn,402,30.6,0.1517,ok,74308.457
Boreas-Dawn,403,40.9,0.2023,ok,80267.011
Boreas-Dawn,404,24.1,0.1192,ok,72902.526
Boreas-Dawn,405,80.1,0.3965,ok,122995.77
Boreas-Dawn,406,19.2,0.0949,ok,69631.654
Boreas-Dawn,407,58.7,0.2904,ok,93978.378
Boreas-Dawn,408,72.1,0.357,ok,108952.538
Boreas-Dawn,409,33.9,0.1678,ok,74355.453
Boreas-Dawn,410,15.4,0.0764,ok,
