link_id,tick,self_reported_latency_ms,measured_latency_ms
Aegis-Elysium,308,106976.013,177560.186
Aegis-Elysium,309,187558.229,190697.209
Aegis-Elysium,310,233373.059,469457.466
Aegis-Elysium,311,150061.393,231993.583
Aegis-Elysium,312,100123.897,154048.142
Aegis-Elysium,313,122863.293,200276.176
Aegis-Elysium,314,178000.123,333639.89
Aegis-Elysium,315,214351.095,414466.927
Aegis-Elysium,316,159230.393,271962.066
Aegis-Elysium,317,91072.243,220421.446
Aegis-Elysium,318,114017.586,179922.186
Aegis-Elysium,319,105509.442,221866.687
Aegis-Elysium,320,250757.978,258434.296
Aegis-Elysium,321,159984.843,167303.259
Aegis-Elysium,322,204724.215,293423.585
Aegis-Elysium,323,102188.353,184880.246
Aegis-Elysium,324,113056.467,200460.072
Aegis-Elysium,325,74618.148,178258.31
Aegis-Elysium,326,197198.842,269535.601
Aegis-Elysium,327,290873.496,303727.372
Aegis-Elysium,328,107859.504,172068.923
Aegis-Elysium,329,99024.667,200816.502
Aegis-Elysium,330,110356.138,165107.764
Aegis-Elysium,331,121275.981,173700.596
Aegis-Elysium,332,121878.413,173809.253
Aegis-Elysium,333,158290.767,153166.585
Aegis-Elysium,334,121395.903,187446.441
Aegis-Elysium,335,173177.046,173177.927
Aegis-Elysium,336,87712.679,159418.736
Aegis-Elysium,337,209071.965,207014.429
Aegis-Elysium,338,170755.522,176672.438
Aegis-Elysium,339,183854.235,180670.167
Aegis-Elysium,340,139743.596,228341.593
Aegis-Elysium,341,159148.768,159747.587
Aegis-Elysium,342,172842.361,257472.468
Aegis-Elysium,343,,193227.569
Aegis-Elysium,344,180753.562,465418.573
Aegis-Elysium,345,203186.004,321947.453
Aegis-Elysium,346,343322.978,354404.743
Aegis-Elysium,347,95451.966,157261.772
Aegis-Elysium,348,82348.269,153643.999
Aegis-Elysium,349,552298.71,974492.844
Aegis-Elysium,350,268634.807,414245.026
Aegis-Elysium,351,116456.355,178842.426
Aegis-Elysium,352,145088.635,227042.06
Aegis-Elysium,353,195505.26,338540.55
Aegis-Elysium,354,161968.515,157153.201
Aegis-Elysium,355,106214.52,151534.93
Aegis-Elysium,356,868697.302,1647639.954
Aegis-Elysium,357,149369.501,219728.204
Aegis-Elysium,358,92623.63,158478.373
Aegis-Elysium,359,190565.073,185575.709
Aegis-Elysium,360,95567.808,359234.469
Aegis-Elysium,361,137754.78,236464.098
Aegis-Elysium,362,262489.485,270454.478
Aegis-Elysium,363,361070.121,528945.685
Aegis-Elysium,364,366811.147,621490.219
Aegis-Elysium,365,212276.093,215484.922
Aegis-Elysium,366,682730.276,1159682.855
Aegis-Elysium,367,271591.862,498047.098
Aegis-Elysium,368,,319147.516
Aegis-Elysium,369,159835.661,232528.301
Aegis-Elysium,370,154386.334,265291.857
Aegis-Elysium,371,171858.044,231615.668
Aegis-Elysium,372,100861.085,150370.181
Aegis-Elysium,373,127298.444,175989.647
Aegis-Elysium,374,147254.882,216914.069
Aegis-Elysium,375,,185534.124
Aegis-Elysium,376,126386.981,203684.464
Aegis-Elysium,377,224909.745,236623.966
Aegis-Elysium,378,131698.638,185622.675
Aegis-Elysium,379,89844.761,176985.567
Aegis-Elysium,380,755494.07,910544.427
Aegis-Elysium,381,90835.91,160286.736
Aegis-Elysium,382,115043.128,198394.604
Aegis-Elysium,383,168058.791,160978.984
Aegis-Elysium,384,158598.343,162097.744
Aegis-Elysium,385,97433.186,166978.092
Aegis-Elysium,386,106337.071,174481.631
Aegis-Elysium,387,127598.684,170781.936
Aegis-Elysium,388,109159.153,173495.672
Aegis-Elysium,389,104828.345,169909.801
Aegis-Elysium,390,93165.701,168563.626
Aegis-Elysium,391,154891.312,156930.368
Aegis-Elysium,392,190277.628,191659.873
Aegis-Elysium,393,106679.963,161234.94
Aegis-Elysium,394,121249.131,180913.647
Aegis-Elysium,395,267453.967,399575.659
Aegis-Elysium,396,161761.079,243873.089
Aegis-Elysium,397,103812.519,168767.442
Aegis-Elysium,398,89120.877,159303.901
Aegis-Elysium,399,163009.196,157764.677
Aegis-Elysium,400,108801.62,167075.593
Aegis-Elysium,401,244346.913,402391.444
Aegis-Elysium,402,,180344.52
Aegis-Elysium,403,194392.291,185429.065
Aegis-Elysium,404,112208.753,190441.691
Aegis-Elysium,405,224515.386,222483.378
Aegis-Elysium,406,104781.85,180255.518
Aegis-Elysium,407,320616.1,156160.208
Aegis-Elysium,408,471238.572,467388.304
Aegis-Elysium,409,180889.382,188876.961
Aegis-Elysium,410,169469.772,277826.383
Aegis-Elysium,411,186219.451,299571.469
Aegis-Elysium,412,83804.559,169493.807
Aegis-Elysium,413,267639.842,432872.451
Aegis-Elysium,414,,154415.439
Aegis-Elysium,415,176919.15,168543.193
Aegis-Elysium,416,141460.84,230525.11
Aegis-Elysium,417,,160603.714
Aegis-Elysium,418,278219.128,268217.191
Aegis-Elysium,419,187969.566,186874.302
Aegis-Elysium,420,105353.981,171766.507
Aegis-Elysium,421,98544.316,175938.537
Aegis-Elysium,422,105715.481,165944.277
Aegis-Elysium,423,294709.059,299731.035
Aegis-Elysium,424,113901.088,169613.082
Aegis-Elysium,425,106685.471,157142.667
Aegis-Elysium,426,85956.434,174853.537
Aegis-Elysium,427,112822.59,248997.435
Aegis-Elysium,428,106214.035,161203.359
Aegis-Elysium,429,162979.748,156631.183
Aegis-Elysium,430,180794.885,189267.762
Aegis-Elysium,431,165830.637,169282.94
Aegis-Elysium,432,179525.899,261039.15
Aegis-Elysium,433,182687.412,180166.227
Aegis-Elysium,434,104139.701,201801.785
Aegis-Elysium,435,245389.689,237498.719
Aegis-Elysium,436,131812.003,165957.804
Aegis-Elysium,437,151113.975,251558.084
Aegis-Elysium,438,265429.509,278241.871
Aegis-Elysium,439,297056.024,632174.215
Aegis-Elysium,440,153836.566,230783.679
Aegis-Elysium,441,92615.137,153163.278
Aegis-Elysium,442,146848.413,152597.824
Aegis-Elysium,443,130141.136,208729.784
Aegis-Elysium,444,123377.175,191731.482
Aegis-Elysium,445,115874.269,231775.097
Aegis-Elysium,446,,254235.901
Aegis-Elysium,447,113348.154,169353.857
Aegis-Elysium,448,167395.282,317591.17
Aegis-Elysium,449,163192.669,278726.582
Aegis-Elysium,450,178508.581,172098.216
Aegis-Elysium,451,91399.669,158325.716
Aegis-Elysium,452,118760.901,209479.918
Aegis-Elysium,453,133927.441,227818.002
Aegis-Elysium,454,169292.787,271200.632
Aegis-Elysium,455,110159.305,191747.482
Aegis-Elysium,456,93612.117,192219.863
Aegis-Elysium,457,162340.309,264573.429
Aegis-Elysium,458,108481.874,182804.298
Aegis-Elysium,459,148721.897,152906.473
Aegis-Elysium,460,137369.383,242779.962
Aegis-Elysium,461,163746.408,166062.66
Aegis-Elysium,462,180751.07,234268.154
Aegis-Elysium,463,121696.705,188574.539
Aegis-Elysium,464,113164.168,199805.94
Aegis-Elysium,465,311115.301,317839.036
Aegis-Elysium,466,117732.978,169918.235
Aegis-Elysium,467,213002.141,210662.032
Aegis-Elysium,468,187935.428,197518.748
Aegis-Elysium,469,101905.57,180383.189
Aegis-Elysium,470,83930.335,152583.718
Aegis-Elysium,471,94082.738,161833.221
Aegis-Elysium,472,128109.133,205393.28
Aegis-Elysium,473,251746.986,353370.9
Aegis-Elysium,474,87345.771,156175.205
Aegis-Elysium,475,765658.805,791385.984
Aegis-Elysium,476,,183085.536
Aegis-Elysium,477,111434.732,168825.031
Aegis-Elysium,478,191057.471,278058.002
Aegis-Elysium,479,,184390.69
Aegis-Elysium,480,212161.842,289057.011
Aegis-Elysium,481,101352.805,195655.451
Aegis-Elysium,482,307879.302,316085.65
Aegis-Elysium,483,126475.816,228727.045
Aegis-Elysium,484,79999.528,156458.261
Aegis-Elysium,485,165602.021,173213.445
Aegis-Elysium,486,169027.179,350709.8
Aegis-Elysium,487,186029.572,191379.207
Aegis-Elysium,488,121030.757,205651.553
Aegis-Elysium,489,216466.069,343391.091
Aegis-Elysium,490,247950.004,211242.288
Aegis-Elysium,491,118165.914,253835.227
Aegis-Elysium,492,90383.818,161846.361
Aegis-Elysium,493,131643.551,235208.238
Aegis-Elysium,494,128408.972,371780.519
Aegis-Elysium,495,336506.284,330454.583
Aegis-Elysium,496,127011.367,306572.862
Aegis-Elysium,497,315347.514,315363.377
Aegis-Elysium,498,169083.178,267173.251
Aegis-Elysium,499,239673.74,244166.387
Boreas-Dawn,0,95617.999,96009.359
Boreas-Dawn,1,136399.099,135272.343
Boreas-Dawn,2,72965.51,73228.362
Boreas-Dawn,3,73609.463,76803.329
Boreas-Dawn,4,346966.615,364813.858
Boreas-Dawn,5,64597.948,67955.863
Boreas-Dawn,6,106566.135,110348.545
Boreas-Dawn,7,38454.596,75547.496
Boreas-Dawn,8,78228.626,81534.843
Boreas-Dawn,9,70561.89,72994.995
Boreas-Dawn,10,81300.723,82391.432
Boreas-Dawn,11,129093.49,123573.435
Boreas-Dawn,12,76847.688,77726.284
Boreas-Dawn,13,81342.259,81899.004
Boreas-Dawn,14,156567.575,150942.803
Boreas-Dawn,15,95610.143,98305.52
Boreas-Dawn,16,130564.352,124533.752
Boreas-Dawn,17,,78984.018
Boreas-Dawn,18,109200.451,107314.4
Boreas-Dawn,19,85738.401,82673.575
Boreas-Dawn,20,67779.087,70369.038
Boreas-Dawn,21,72821.576,69791.654
Boreas-Dawn,22,87441.852,88081.839
Boreas-Dawn,23,96637.133,100205.508
Boreas-Dawn,24,92826.725,92230.293
Boreas-Dawn,25,75334.82,78494.414
Boreas-Dawn,26,80507.506,80600.38
Boreas-Dawn,27,203416.923,200373.621
Boreas-Dawn,28,90512.38,88022.629
Boreas-Dawn,29,69314.229,71487.99
Boreas-Dawn,30,137430.948,144622.468
Boreas-Dawn,31,70958.803,71431.965
Boreas-Dawn,32,70786.873,74398.632
Boreas-Dawn,33,86798.091,90235.919
Boreas-Dawn,34,145503.105,151810.943
Boreas-Dawn,35,79453.979,82730.03
Boreas-Dawn,36,70994.933,68595.67
Boreas-Dawn,37,84820.798,87457.459
Boreas-Dawn,38,138202.259,133272.252
Boreas-Dawn,39,263608.936,253082.507
Boreas-Dawn,40,77502.02,76744.06
Boreas-Dawn,41,174432.312,182129.421
Boreas-Dawn,42,135856.644,131570.381
Boreas-Dawn,43,67845.382,67478.401
Boreas-Dawn,44,,73654.303
Boreas-Dawn,45,641876.82,640221.144
Boreas-Dawn,46,262600.445,273391.726
Boreas-Dawn,47,146598.132,146847.441
Boreas-Dawn,48,116647.702,112111.027
Boreas-Dawn,49,74593.893,155085.396
Boreas-Dawn,50,84003.682,82883.659
Boreas-Dawn,51,149451.649,150900.383
Boreas-Dawn,52,,1304535.392
Boreas-Dawn,53,82475.473,78668.737
Boreas-Dawn,54,86692.519,82682.899
Boreas-Dawn,55,73579.587,71970.634
Boreas-Dawn,56,74551.947,76064.298
Boreas-Dawn,57,254675.887,259437.098
Boreas-Dawn,58,119522.639,115869.699
Boreas-Dawn,59,101049.602,100361.115
Boreas-Dawn,60,86486.999,89196.492
Boreas-Dawn,61,93842.059,91399.847
Boreas-Dawn,62,110280.276,111863.97
Boreas-Dawn,63,,101083.702
Boreas-Dawn,64,98310.827,101184.776
Boreas-Dawn,65,92021.237,96360.033
Boreas-Dawn,66,143906.404,137726.175
Boreas-Dawn,67,91437.555,89461.142
Boreas-Dawn,68,71472.636,69785.829
Boreas-Dawn,69,154336.852,152389.084
Boreas-Dawn,70,150969.74,148405.771
Boreas-Dawn,71,,157205.038
Boreas-Dawn,72,125093.318,127813.633
Boreas-Dawn,73,79275.672,80589.343
Boreas-Dawn,74,72921.168,70874.969
Boreas-Dawn,75,129544.981,130368.355
Boreas-Dawn,76,102995.381,100651.914
Boreas-Dawn,77,113066.459,116311.225
Boreas-Dawn,78,107862.506,106773.714
Boreas-Dawn,79,,77256.087
Boreas-Dawn,80,190112.829,183872.593
Boreas-Dawn,81,40850.325,80022.238
Boreas-Dawn,82,75390.321,75489.85
Boreas-Dawn,83,,168664.875
Boreas-Dawn,84,73000.973,74671.459
Boreas-Dawn,85,88910.391,89667.759
Boreas-Dawn,86,237416.206,105659.866
Boreas-Dawn,87,87699.948,91306.561
Boreas-Dawn,88,79967.57,78516.515
Boreas-Dawn,89,119794.805,114913.931
Boreas-Dawn,90,110924.021,108937.465
Boreas-Dawn,91,68283.046,69134.007
Boreas-Dawn,92,94516.181,92947.817
Boreas-Dawn,93,124176.698,120749.046
Boreas-Dawn,94,271206.664,107290.592
Boreas-Dawn,95,119017.52,119974.646
Boreas-Dawn,96,105082.908,105204.391
Boreas-Dawn,97,66411.731,68908.567
Boreas-Dawn,98,212190.547,209405.376
Boreas-Dawn,99,87252.03,90106.534
Boreas-Dawn,100,81092.107,78700.957
Boreas-Dawn,101,83190.981,83372.95
Boreas-Dawn,102,73761.56,75099.458
Boreas-Dawn,103,67417.431,70614.73
Boreas-Dawn,104,,99681.234
Boreas-Dawn,105,70363.634,73715.232
Boreas-Dawn,106,160325.682,165574.923
Boreas-Dawn,107,66291.561,69741.924
Boreas-Dawn,108,116030.369,119910.424
Boreas-Dawn,109,101990.809,102769.484
Boreas-Dawn,110,,131301.024
Boreas-Dawn,111,86523.581,86534.635
Boreas-Dawn,112,66521.586,68687.663
Boreas-Dawn,113,,74279.75
Boreas-Dawn,114,115481.174,111990.303
Boreas-Dawn,115,259889.31,251834.524
Boreas-Dawn,116,113563.503,108409.96
Boreas-Dawn,117,250578.589,261243.794
Boreas-Dawn,118,86610.153,83940.827
Boreas-Dawn,119,90139.881,90936.904
Boreas-Dawn,120,122503.342,125115.225
Boreas-Dawn,121,120051.218,122010.056
Boreas-Dawn,122,136425.109,134342.963
Boreas-Dawn,123,153350.832,94555.551
Boreas-Dawn,124,524932.852,502642.462
Boreas-Dawn,125,330877.551,346036.334
Boreas-Dawn,126,121416.909,119237.782
Boreas-Dawn,127,75644.803,76708.671
Boreas-Dawn,128,99977.518,101390.181
Boreas-Dawn,129,72309.134,71977.492
Boreas-Dawn,130,199684.139,205337.065
Boreas-Dawn,131,73845.081,71044.512
Boreas-Dawn,132,88165.249,89263.755
Boreas-Dawn,133,91910.29,89888.468
Boreas-Dawn,134,109143.469,113029.786
Boreas-Dawn,135,258654.217,269471.657
Boreas-Dawn,136,70348.278,68992.123
Boreas-Dawn,137,69951.648,69988.069
Boreas-Dawn,138,81318.63,77512.298
Boreas-Dawn,139,80112.887,79394.779
Boreas-Dawn,140,95412.755,96032.56
Boreas-Dawn,141,142986.059,146530.897
Boreas-Dawn,142,125320.32,119775.75
Boreas-Dawn,143,72253.804,71746.75
Boreas-Dawn,144,76123.028,79656.401
Boreas-Dawn,145,134570.292,133736.968
Boreas-Dawn,146,72651.06,70951.045
Boreas-Dawn,147,77332.055,78949.219
Boreas-Dawn,148,69116.843,72525.45
Boreas-Dawn,149,209480.832,219322.355
Boreas-Dawn,150,67108.9,70172.332
Boreas-Dawn,151,73765.983,73592.187
Boreas-Dawn,152,104349.063,107261.965
Boreas-Dawn,153,105315.47,107393.677
Boreas-Dawn,154,73065.658,70944.894
Boreas-Dawn,155,135541.425,134952.505
Boreas-Dawn,156,133407.751,130458.412
Boreas-Dawn,157,102285.222,104035.911
Boreas-Dawn,158,226597.72,219857.961
Boreas-Dawn,159,79088.042,75735.038
Boreas-Dawn,160,82316.198,85669.453
Boreas-Dawn,161,74152.599,70917.146
Boreas-Dawn,162,75012.322,75206.152
Boreas-Dawn,163,73074.462,74374.34
Boreas-Dawn,164,73925.551,75914.691
Boreas-Dawn,165,73722.023,77329.788
Boreas-Dawn,166,74323.66,78004.948
Boreas-Dawn,167,125799.901,121071.907
Boreas-Dawn,168,154732.288,153311.674
Boreas-Dawn,169,77740.921,75460.304
Boreas-Dawn,170,120765.526,115591.049
Boreas-Dawn,171,98298.817,95701.368
Boreas-Dawn,172,69156.167,72154.515
Boreas-Dawn,173,91616.282,91432.772
Boreas-Dawn,174,349386.115,343441.449
Boreas-Dawn,175,66501.276,69509.386
Boreas-Dawn,176,275577.932,288732.855
Boreas-Dawn,177,110818.295,111137.384
Boreas-Dawn,178,544014.303,539273.868
Boreas-Dawn,179,218072.786,224634.744
Boreas-Dawn,180,88093.699,85517.136
Boreas-Dawn,181,115445.275,115680.736
Boreas-Dawn,182,85666.848,84976.983
Boreas-Dawn,183,61467.738,157127.195
Boreas-Dawn,184,220837.785,210495.737
Boreas-Dawn,185,102767.978,107833.587
Boreas-Dawn,186,104440.5,109755.195
Boreas-Dawn,187,69440.818,70338.438
Boreas-Dawn,188,104054.259,109252.408
Boreas-Dawn,189,78130.67,77978.923
Boreas-Dawn,190,70289.353,69587.507
Boreas-Dawn,191,82417.241,81266.53
Boreas-Dawn,192,,99979.166
Boreas-Dawn,193,130313.826,124387.952
Boreas-Dawn,194,120409.591,117319.078
Boreas-Dawn,195,111146.923,114009.914
Boreas-Dawn,196,85185.343,83764.779
Boreas-Dawn,197,76527.918,74476.421
Boreas-Dawn,198,80506.993,83254.729
Boreas-Dawn,199,70222.421,69150.633
Boreas-Dawn,200,83167.206,86871.592
Boreas-Dawn,201,126345.757,125048.801
Boreas-Dawn,202,114491.363,109789.83
Boreas-Dawn,203,71585.282,68377.093
Boreas-Dawn,204,83899.61,86373.676
Boreas-Dawn,205,70613.012,73920.871
Boreas-Dawn,206,220358.748,215087.253
Boreas-Dawn,207,124216.328,124483.159
Boreas-Dawn,208,74097.956,73571.147
Boreas-Dawn,209,79286.257,82133.828
Boreas-Dawn,210,69701.587,72901.468
Boreas-Dawn,211,837397.217,360827.971
Boreas-Dawn,212,23517.967,77729.446
Boreas-Dawn,213,272453.603,281651.924
Boreas-Dawn,214,84552.066,82524.831
Boreas-Dawn,215,69187.469,70471.03
Boreas-Dawn,216,74443.602,77394.633
Boreas-Dawn,217,73223.045,70230.054
Boreas-Dawn,218,94518.548,98948.319
Boreas-Dawn,219,79116.089,78037.402
Boreas-Dawn,220,70118.959,72467.048
Boreas-Dawn,221,98082.781,98496.939
Boreas-Dawn,222,138331.223,140597.488
Boreas-Dawn,223,109368.717,109244.014
Boreas-Dawn,224,67292.827,70205.672
Boreas-Dawn,225,77363.989,74075.039
Boreas-Dawn,226,70400.853,72729.037
Boreas-Dawn,227,72769.566,72123.17
Boreas-Dawn,228,93642.168,94946.407
Boreas-Dawn,229,145431.241,145257.113
Boreas-Dawn,230,89684.05,93453.102
Boreas-Dawn,231,67682.012,71149.162
Boreas-Dawn,232,78997.58,75810.629
Boreas-Dawn,233,92052.511,96272.866
Boreas-Dawn,234,153472.216,157622.869
Boreas-Dawn,235,65235.132,68443.684
Boreas-Dawn,236,81706.387,80298.705
Boreas-Dawn,237,72972.965,75828.222
Boreas-Dawn,238,69641.324,70141.468
Boreas-Dawn,239,70168.044,73343.609
Boreas-Dawn,240,80879.963,80110.405
Boreas-Dawn,241,76613.051,74163.692
Boreas-Dawn,242,79352.916,76273.988
Boreas-Dawn,243,68111.272,69774.007
Boreas-Dawn,244,91636.482,87896.546
Boreas-Dawn,245,160757.304,155920.224
Boreas-Dawn,246,75890.198,72350.177
Boreas-Dawn,247,149308.412,156926.838
Boreas-Dawn,248,,125881.861
Boreas-Dawn,249,84848.946,84124.927
Boreas-Dawn,250,89913.617,86071.026
Boreas-Dawn,251,84262.682,87220.316
Boreas-Dawn,252,72600.035,71733.462
Boreas-Dawn,253,97828.545,95477.203
Boreas-Dawn,254,113485.671,109753.818
Boreas-Dawn,255,139537.004,141287.883
Boreas-Dawn,256,121235.96,127423.096
Boreas-Dawn,257,,109188.679
Boreas-Dawn,258,78459.534,78083.165
Boreas-Dawn,259,72709.848,74651.091
Boreas-Dawn,260,85815.49,83019.467
Boreas-Dawn,261,72780.321,71595.086
Boreas-Dawn,262,122453.056,117798.452
Boreas-Dawn,263,91220.133,94556.72
Boreas-Dawn,264,76889.548,74932.179
Boreas-Dawn,265,213773.455,212731.71
Boreas-Dawn,266,,106399.072
Boreas-Dawn,267,63860.629,66639.78
Boreas-Dawn,268,92744.179,92623.274
Boreas-Dawn,269,67867.239,71363.036
Boreas-Dawn,270,153312.907,150762.72
Boreas-Dawn,271,73523.167,74567.372
Boreas-Dawn,272,352017.836,359130.256
Boreas-Dawn,273,76471.869,77938.369
Boreas-Dawn,274,71399.62,73435.011
Boreas-Dawn,275,69279.984,72191.922
Boreas-Dawn,276,119370.002,121900.981
Boreas-Dawn,277,66304.308,67568.626
Boreas-Dawn,278,81628.482,82801.972
Boreas-Dawn,279,69683.8,67916.223
Boreas-Dawn,280,178328.514,176556.026
Boreas-Dawn,281,117587.442,123232.373
Boreas-Dawn,282,71713.764,71206.62
Boreas-Dawn,283,105327.555,108807.681
Boreas-Dawn,284,,70576.591
Boreas-Dawn,285,89015.499,89369.688
Boreas-Dawn,286,72663.354,76143.891
Boreas-Dawn,287,94962.928,92044.458
Boreas-Dawn,288,95963.049,100829.284
Boreas-Dawn,289,129366.354,134100.607
Boreas-Dawn,290,74871.464,75396.078
Boreas-Dawn,291,306084.855,297802.138
Boreas-Dawn,292,105631.169,103425.146
Boreas-Dawn,293,133836.018,127912.709
Boreas-Dawn,294,71846.253,69473.813
Boreas-Dawn,295,70500.702,67881.838
Boreas-Dawn,296,102861.892,107379.085
Boreas-Dawn,297,98157.809,94747.328
Boreas-Dawn,298,74342.527,71887.29
Boreas-Dawn,299,,265322.758
Boreas-Dawn,300,114753.82,112667.346
Boreas-Dawn,301,86120.103,87037.191
Boreas-Dawn,302,83801.19,85338.684
Boreas-Dawn,303,72565.168,73343.44
Boreas-Dawn,304,77552.432,74167.289
Boreas-Dawn,305,88827.559,86003.953
Boreas-Dawn,306,72533.377,74438.465
Boreas-Dawn,307,68014.067,69968.847
Boreas-Dawn,308,77996.139,81264.7
Boreas-Dawn,309,70492.933,69714.517
Boreas-Dawn,310,102612.644,105709.371
Boreas-Dawn,311,93811.165,89914.886
Boreas-Dawn,312,118634.223,114770.032
Boreas-Dawn,313,73078.157,76810.872
Boreas-Dawn,314,109316.685,112706.434
Boreas-Dawn,315,72172.848,73018.457
Boreas-Dawn,316,179473.335,178689.981
Boreas-Dawn,317,95316.409,95707.364
Boreas-Dawn,318,70573.898,70270.932
Boreas-Dawn,319,69978.348,70813.326
Boreas-Dawn,320,68757.706,72021.028
Boreas-Dawn,321,91427.161,94478.318
Boreas-Dawn,322,194403.084,202702.343
Boreas-Dawn,323,123235.074,121838.787
Boreas-Dawn,324,76090.242,73140.502
Boreas-Dawn,325,77396.016,75443.566
Boreas-Dawn,326,71399.409,74608.287
Boreas-Dawn,327,68791.31,71404.985
Boreas-Dawn,328,110168.978,114770.535
Boreas-Dawn,329,,71676.06
Boreas-Dawn,330,82654.038,84011.596
Boreas-Dawn,331,81203.304,85210.507
Boreas-Dawn,332,84066.565,86391.055
Boreas-Dawn,333,83290.199,86213.019
Boreas-Dawn,334,79351.364,77988.343
Boreas-Dawn,335,111444.294,107437.819
Boreas-Dawn,336,72521.182,73208.296
Boreas-Dawn,337,96062.734,92526.664
Boreas-Dawn,338,160387.512,159475.137
Boreas-Dawn,339,76874.489,75912.59
Boreas-Dawn,340,85744.92,87254.096
Boreas-Dawn,341,104298.843,104796.22
Boreas-Dawn,342,116274.439,112125.564
Boreas-Dawn,343,84488.989,86171.079
Boreas-Dawn,344,109841.325,106171.295
Boreas-Dawn,345,207166.021,205682.909
Boreas-Dawn,346,74616.387,73117.003
Boreas-Dawn,347,127731.105,132469.621
Boreas-Dawn,348,83899.412,81716.266
Boreas-Dawn,349,,92701.462
Boreas-Dawn,350,180179.982,181039.25
Boreas-Dawn,351,147001.516,323234.4
Boreas-Dawn,352,81776.594,80361.833
Boreas-Dawn,353,144273.429,141198.557
Boreas-Dawn,354,104191.606,107783.591
Boreas-Dawn,355,113196.279,110207.137
Boreas-Dawn,356,316944.97,327695.048
Boreas-Dawn,357,76641.628,74245.427
Boreas-Dawn,358,108486.605,110789.338
Boreas-Dawn,359,101106.126,99829.835
Boreas-Dawn,360,108068.739,111475.634
Boreas-Dawn,361,76586.76,73567.636
Boreas-Dawn,362,78637.748,75733.487
Boreas-Dawn,363,69200.373,68044.958
Boreas-Dawn,364,167040.331,167515.057
Boreas-Dawn,365,109840.595,114454.935
Boreas-Dawn,366,79204.256,78895.006
Boreas-Dawn,367,64164.549,66845.426
Boreas-Dawn,368,70699.059,71737.393
Boreas-Dawn,369,118655.592,113363.368
Boreas-Dawn,370,75190.608,74089.327
Boreas-Dawn,371,290106.659,300942.99
Boreas-Dawn,372,122456.311,123191.871
Boreas-Dawn,373,153193.8,151730.992
Boreas-Dawn,374,105910.216,107024.143
Boreas-Dawn,375,63235.128,65766.689
Boreas-Dawn,376,148881.611,146191.9
Boreas-Dawn,377,72542.036,72129.795
Boreas-Dawn,378,98821.932,94568.842
Boreas-Dawn,379,76391.589,74165.669
Boreas-Dawn,380,104348.225,103392.754
Boreas-Dawn,381,84744.962,82284.246
Boreas-Dawn,382,80710.477,79271.566
Boreas-Dawn,383,98622.829,97148.751
Boreas-Dawn,384,152992.519,158900.827
Boreas-Dawn,385,100693.011,100890.98
Boreas-Dawn,386,,223058.455
Boreas-Dawn,387,71016.842,71944.347
Boreas-Dawn,388,67476.114,69722.339
Boreas-Dawn,389,74812.446,73201.91
Boreas-Dawn,390,,81589.364
Boreas-Dawn,391,93115.239,96653.651
Boreas-Dawn,392,90020.94,90903.606
Boreas-Dawn,393,102019.598,103498.983
Boreas-Dawn,394,,89154.859
Boreas-Dawn,395,85573.146,87579.353
Boreas-Dawn,396,81662.724,84285.062
Boreas-Dawn,397,112937.718,108955.1
Boreas-Dawn,398,68121.067,69199.354
Boreas-Dawn,399,80676.343,77373.369
Boreas-Dawn,400,231582.9,232585.952
Boreas-Dawn,401,107984.185,111755.05
Boreas-Dawn,402,76940.653,79166.959
Boreas-Dawn,403,89173.284,88987.585
Boreas-Dawn,404,83945.73,81017.799
Boreas-Dawn,405,179040.472,103241.369
Boreas-Dawn,406,103905.526,103294.39
Boreas-Dawn,407,926145.415,972318.677
Boreas-Dawn,408,82265.683,86485.184
Boreas-Dawn,409,69884.803,67745.561
Boreas-Dawn,410,67576.442,68879.637
Boreas-Dawn,411,,200549.604
Boreas-Dawn,412,97466.701,99641.957
Boreas-Dawn,413,73689.077,70422.581
Boreas-Dawn,414,160152.167,168348.561
Boreas-Dawn,415,75465.637,78014.058
Boreas-Dawn,416,83238.905,87142.773
Boreas-Dawn,417,128922.998,132778.56
Boreas-Dawn,418,,103363.509
Boreas-Dawn,419,71349.036,70275.371
Boreas-Dawn,420,69097.452,72071.509
Boreas-Dawn,421,94673.419,91611.389
Boreas-Dawn,422,76166.421,79924.621
Boreas-Dawn,423,102807.131,104716.649
Boreas-Dawn,424,81231.899,78638.432
Boreas-Dawn,425,87333.269,90299.756
Boreas-Dawn,426,68724.477,69732.21
Boreas-Dawn,427,71035.653,69969.973
Boreas-Dawn,428,83255.433,81267.53
Boreas-Dawn,429,99486.755,96507.63
Boreas-Dawn,430,226418.606,224801.101
Boreas-Dawn,431,93052.442,92842.056
Boreas-Dawn,432,75129.443,78370.813
Boreas-Dawn,433,88316.172,88455.601
Boreas-Dawn,434,114645.366,109386.26
Boreas-Dawn,435,539411.563,242357.019
Boreas-Dawn,436,103005.757,99481.963
Boreas-Dawn,437,81981.073,84854.813
Boreas-Dawn,438,71617.949,73245.256
Boreas-Dawn,439,304701.846,309238.736
Boreas-Dawn,440,511020.305,492969.597
Boreas-Dawn,441,74632.101,78132.312
Boreas-Dawn,442,74995.359,72046.956
Boreas-Dawn,443,71125.61,74111.45
Boreas-Dawn,444,117457.462,113609.606
Boreas-Dawn,445,75368.889,74586.628
Boreas-Dawn,446,124229.168,122589.666
Boreas-Dawn,447,103519.3,100568.993
