link_id,tick,traffic_share,jammed_flag
Dawn-Elysium,126,0.0132,False
Dawn-Fenix,126,0.19004,False
Elysium-Fenix,126,0.07137,False
Aegis-Boreas,127,0.07847,False
Aegis-Dawn,127,0.15303,True
Aegis-Elysium,127,0.00202,False
Boreas-Dawn,127,0.07929,False
Boreas-Elysium,127,0.00914,False
Boreas-Fenix,127,0.05677,False
Caelum-Dawn,127,0.20885,False
Caelum-Elysium,127,0.16905,False
Caelum-Fenix,127,0.04559,False
Dawn-Elysium,127,0.04735,False
Dawn-Fenix,127,0.07762,False
Elysium-Fenix,127,0.07283,False
Aegis-Boreas,128,0.14803,True
Aegis-Dawn,128,0.04266,True
Aegis-Elysium,128,0.17433,False
Boreas-Dawn,128,0.06432,False
Boreas-Elysium,128,0.01619,False
Boreas-Fenix,128,0.08723,False
Caelum-Dawn,128,0.02629,False
Caelum-Elysium,128,0.16442,True
Caelum-Fenix,128,0.08336,False
Dawn-Elysium,128,0.03418,False
Dawn-Fenix,128,0.03454,False
Elysium-Fenix,128,0.12444,False
Aegis-Boreas,129,0.00669,False
Aegis-Dawn,129,0.00377,False
Aegis-Elysium,129,0.01683,False
Boreas-Dawn,129,0.00381,False
Boreas-Elysium,129,0.12879,False
Boreas-Fenix,129,0.13318,False
Caelum-Dawn,129,0.01096,False
Caelum-Elysium,129,0.04731,False
Caelum-Fenix,129,0.19231,False
Dawn-Elysium,129,0.04212,False
Dawn-Fenix,129,0.0775,False
Elysium-Fenix,129,0.33672,False
Aegis-Boreas,130,0.0387,False
Aegis-Dawn,130,0.06433,False
Aegis-Elysium,130,0.0036,True
Boreas-Dawn,130,0.07648,False
Boreas-Elysium,130,,False
Boreas-Fenix,130,0.1123,False
Caelum-Dawn,130,0.04303,False
Caelum-Elysium,130,0.09523,True
Caelum-Fenix,130,0.03482,False
Dawn-Elysium,130,0.27799,False
Dawn-Fenix,130,0.16862,True
Elysium-Fenix,130,0.03216,False
Aegis-Boreas,131,0.1915,False
Aegis-Dawn,131,0.08721,False
Aegis-Elysium,131,0.01434,False
Boreas-Dawn,131,0.07167,False
Boreas-Elysium,131,0.00221,False
Boreas-Fenix,131,0.00721,False
Caelum-Dawn,131,0.22652,False
Caelum-Elysium,131,0.02542,False
Caelum-Fenix,131,0.04506,False
Dawn-Elysium,131,0.00677,False
Dawn-Fenix,131,0.05049,False
Elysium-Fenix,131,0.27161,False
Aegis-Boreas,132,0.18902,False
Aegis-Dawn,132,0.07341,False
Aegis-Elysium,132,0.05331,True
Boreas-Dawn,132,0.03072,False
Boreas-Elysium,132,0.19238,False
Boreas-Fenix,132,0.0184,False
Caelum-Dawn,132,0.06323,True
Caelum-Elysium,132,0.01587,False
Caelum-Fenix,132,0.06323,False
Dawn-Elysium,132,0.01855,False
Dawn-Fenix,132,0.02419,False
Elysium-Fenix,132,0.25768,False
Aegis-Boreas,133,0.0062,False
Aegis-Dawn,133,0.14352,False
Aegis-Elysium,133,0.09567,False
Boreas-Dawn,133,0.02594,False
Boreas-Elysium,133,0.15979,False
Boreas-Fenix,133,0.15998,False
Caelum-Dawn,133,0.05989,False
Caelum-Elysium,133,0.02448,False
Caelum-Fenix,133,0.02951,False
Dawn-Elysium,133,0.02321,False
Dawn-Fenix,133,0.08035,False
Elysium-Fenix,133,,False
Aegis-Boreas,134,0.09379,False
Aegis-Dawn,134,0.0059,False
Aegis-Elysium,134,0.23452,False
Boreas-Dawn,134,0.0436,False
Boreas-Elysium,134,0.18264,False
Boreas-Fenix,134,0.09528,False
Caelum-Dawn,134,0.01588,False
Caelum-Elysium,134,0.02987,False
Caelum-Fenix,134,0.1457,False
Dawn-Elysium,134,0.13433,False
Dawn-Fenix,134,0.00687,False
Elysium-Fenix,134,0.01161,False
Aegis-Boreas,135,0.11698,False
Aegis-Dawn,135,0.09776,False
Aegis-Elysium,135,0.04739,False
Boreas-Dawn,135,0.01447,False
Boreas-Elysium,135,0.00913,False
Boreas-Fenix,135,,False
Caelum-Dawn,135,0.00656,False
Caelum-Elysium,135,0.05817,False
Caelum-Fenix,135,0.1725,False
Dawn-Elysium,135,0.23631,False
Dawn-Fenix,135,0.17774,False
Elysium-Fenix,135,0.00963,False
Aegis-Boreas,136,0.05554,False
Aegis-Dawn,136,0.24169,False
Aegis-Elysium,136,0.03466,False
Boreas-Dawn,136,0.08848,False
Boreas-Elysium,136,0.10837,False
Boreas-Fenix,136,0.04492,False
Caelum-Dawn,136,0.09179,False
Caelum-Elysium,136,0.03585,False
Caelum-Fenix,136,0.06559,False
Dawn-Elysium,136,0.01358,False
Dawn-Fenix,136,0.01808,False
Elysium-Fenix,136,0.20147,False
Aegis-Boreas,137,0.06953,False
Aegis-Dawn,137,0.19642,False
Aegis-Elysium,137,0.05028,False
Boreas-Dawn,137,0.08199,False
Boreas-Elysium,137,0.03159,False
Boreas-Fenix,137,0.13725,True
Caelum-Dawn,137,0.0527,False
Caelum-Elysium,137,0.15354,False
Caelum-Fenix,137,0.09762,False
Dawn-Elysium,137,0.00088,False
Dawn-Fenix,137,0.11034,False
Elysium-Fenix,137,0.01787,False
Aegis-Boreas,138,0.29006,True
Aegis-Dawn,138,0.01814,False
Aegis-Elysium,138,0.03008,False
Boreas-Dawn,138,0.05832,False
Boreas-Elysium,138,0.03645,False
Boreas-Fenix,138,0.03757,False
Caelum-Dawn,138,0.07215,False
Caelum-Elysium,138,0.0289,True
Caelum-Fenix,138,0.24664,False
Dawn-Elysium,138,0.01132,False
Dawn-Fenix,138,0.04754,False
Elysium-Fenix,138,0.12285,True
Aegis-Boreas,139,0.10037,True
Aegis-Dawn,139,0.00471,False
Aegis-Elysium,139,0.04113,False
Boreas-Dawn,139,0.04342,True
Boreas-Elysium,139,0.04997,False
Boreas-Fenix,139,,False
Caelum-Dawn,139,0.05086,False
Caelum-Elysium,139,0.11237,False
Caelum-Fenix,139,0.02696,False
Dawn-Elysium,139,0.27759,False
Dawn-Fenix,139,0.02117,False
Elysium-Fenix,139,0.26686,False
Aegis-Boreas,140,0.11583,False
Aegis-Dawn,140,0.02596,False
Aegis-Elysium,140,0.03627,False
Boreas-Dawn,140,0.01025,False
Boreas-Elysium,140,0.12102,False
Boreas-Fenix,140,0.02967,False
Caelum-Dawn,140,0.04492,False
Caelum-Elysium,140,0.14891,False
Caelum-Fenix,140,0.02183,False
Dawn-Elysium,140,0.22914,False
Dawn-Fenix,140,0.19416,False
Elysium-Fenix,140,0.02205,False
Aegis-Boreas,141,0.10693,False
Aegis-Dawn,141,0.10133,False
Aegis-Elysium,141,0.1074,False
Boreas-Dawn,141,0.03069,False
Boreas-Elysium,141,0.24478,False
Boreas-Fenix,141,0.02012,False
Caelum-Dawn,141,0.16226,False
Caelum-Elysium,141,0.00419,False
Caelum-Fenix,141,0.11984,False
Dawn-Elysium,141,0.07751,False
Dawn-Fenix,141,0.00841,False
Elysium-Fenix,141,0.01652,False
Aegis-Boreas,142,0.00999,False
Aegis-Dawn,142,0.03101,False
Aegis-Elysium,142,0.04301,False
Boreas-Dawn,142,0.26004,False
Boreas-Elysium,142,0.03456,False
Boreas-Fenix,142,0.16017,False
Caelum-Dawn,142,,False
Caelum-Elysium,142,0.06695,False
Caelum-Fenix,142,0.06164,False
Dawn-Elysium,142,0.00096,False
Dawn-Fenix,142,0.21912,False
Elysium-Fenix,142,0.00447,False
Aegis-Boreas,143,,False
Aegis-Dawn,143,,False
Aegis-Elysium,143,0.07048,False
Boreas-Dawn,143,0.09108,False
Boreas-Elysium,143,0.08405,False
Boreas-Fenix,143,0.23768,True
Caelum-Dawn,143,0.03079,False
Caelum-Elysium,143,0.06374,False
Caelum-Fenix,143,0.28848,False
Dawn-Elysium,143,0.03928,False
Dawn-Fenix,143,0.04856,False
Elysium-Fenix,143,,False
Aegis-Boreas,144,0.05043,False
Aegis-Dawn,144,0.34812,False
Aegis-Elysium,144,0.15219,False
Boreas-Dawn,144,0.01008,False
Boreas-Elysium,144,0.02321,True
Boreas-Fenix,144,0.11425,False
Caelum-Dawn,144,0.02826,False
Caelum-Elysium,144,0.09472,False
Caelum-Fenix,144,0.07867,False
Dawn-Elysium,144,0.02686,False
Dawn-Fenix,144,0.01455,False
Elysium-Fenix,144,0.05866,False
Aegis-Boreas,145,0.00457,False
Aegis-Dawn,145,0.08492,False
Aegis-Elysium,145,0.14067,False
Boreas-Dawn,145,0.04687,False
Boreas-Elysium,145,0.00503,False
Boreas-Fenix,145,0.36015,False
Caelum-Dawn,145,0.04967,False
Caelum-Elysium,145,0.00624,False
Caelum-Fenix,145,0.12229,False
Dawn-Elysium,145,0.06984,False
Dawn-Fenix,145,0.061,False
Elysium-Fenix,145,0.04876,False
Aegis-Boreas,146,0.03997,False
Aegis-Dawn,146,0.008,True
Aegis-Elysium,146,0.02174,False
Boreas-Dawn,146,0.38085,False
Boreas-Elysium,146,0.06732,False
Boreas-Fenix,146,0.07051,False
Caelum-Dawn,146,0.09791,False
Caelum-Elysium,146,0.05927,False
Caelum-Fenix,146,0.10308,False
Dawn-Elysium,146,0.02847,False
Dawn-Fenix,146,0.03183,False
Elysium-Fenix,146,0.09105,False
Aegis-Boreas,147,0.02248,False
Aegis-Dawn,147,0.08142,False
Aegis-Elysium,147,0.02309,False
Boreas-Dawn,147,0.32122,False
Boreas-Elysium,147,0.08195,False
Boreas-Fenix,147,0.01153,False
Caelum-Dawn,147,0.11617,True
Caelum-Elysium,147,0.09659,False
Caelum-Fenix,147,,False
Dawn-Elysium,147,0.01425,False
Dawn-Fenix,147,0.06481,False
Elysium-Fenix,147,0.03277,False
Aegis-Boreas,148,0.02519,False
Aegis-Dawn,148,0.14157,False
Aegis-Elysium,148,0.01167,False
Boreas-Dawn,148,0.07638,False
Boreas-Elysium,148,0.20737,False
Boreas-Fenix,148,0.01054,False
Caelum-Dawn,148,0.02048,False
Caelum-Elysium,148,0.12146,False
Caelum-Fenix,148,0.08192,True
Dawn-Elysium,148,0.01104,False
Dawn-Fenix,148,0.04677,False
Elysium-Fenix,148,0.24561,False
Aegis-Boreas,149,0.03989,False
Aegis-Dawn,149,0.0016,False
Aegis-Elysium,149,0.07158,False
Boreas-Dawn,149,0.26977,False
Boreas-Elysium,149,0.00807,False
Boreas-Fenix,149,0.16266,False
Caelum-Dawn,149,0.01221,False
Caelum-Elysium,149,0.08153,False
Caelum-Fenix,149,0.10327,False
Dawn-Elysium,149,0.16319,False
Dawn-Fenix,149,0.03677,False
Elysium-Fenix,149,0.04948,False
Aegis-Boreas,150,0.13691,False
Aegis-Dawn,150,0.20766,False
Aegis-Elysium,150,0.10823,False
Boreas-Dawn,150,0.02175,False
Boreas-Elysium,150,0.02149,False
Boreas-Fenix,150,0.09421,False
Caelum-Dawn,150,0.03317,False
Caelum-Elysium,150,0.10058,False
Caelum-Fenix,150,0.09836,False
Dawn-Elysium,150,0.06563,False
Dawn-Fenix,150,0.03322,False
Elysium-Fenix,150,0.07879,False
Aegis-Boreas,151,0.03537,True
Aegis-Dawn,151,0.07647,False
Aegis-Elysium,151,0.11219,False
Boreas-Dawn,151,0.43119,True
Boreas-Elysium,151,0.0108,False
Boreas-Fenix,151,0.00672,False
Caelum-Dawn,151,0.00115,True
Caelum-Elysium,151,0.0814,False
Caelum-Fenix,151,0.18921,False
Dawn-Elysium,151,,False
Dawn-Fenix,151,0.03632,False
Elysium-Fenix,151,0.0189,False
Aegis-Boreas,152,0.27011,True
Aegis-Dawn,152,0.08743,False
Aegis-Elysium,152,0.06159,False
Boreas-Dawn,152,0.36666,True
Boreas-Elysium,152,,False
Boreas-Fenix,152,,False
Caelum-Dawn,152,0.05121,False
Caelum-Elysium,152,0.0361,False
Caelum-Fenix,152,0.08344,False
Dawn-Elysium,152,0.01026,False
Dawn-Fenix,152,0.0031,False
Elysium-Fenix,152,0.00873,False
Aegis-Boreas,153,0.01361,False
Aegis-Dawn,153,0.0872,False
Aegis-Elysium,153,0.08141,False
Boreas-Dawn,153,0.00412,False
Boreas-Elysium,153,0.10267,False
Boreas-Fenix,153,0.18791,False
Caelum-Dawn,153,0.09632,False
Caelum-Elysium,153,0.00347,False
Caelum-Fenix,153,0.10811,False
Dawn-Elysium,153,0.05534,False
Dawn-Fenix,153,0.24569,True
Elysium-Fenix,153,,False
Aegis-Boreas,154,0.17509,True
Aegis-Dawn,154,0.07679,False
Aegis-Elysium,154,0.1455,False
Boreas-Dawn,154,0.07293,False
Boreas-Elysium,154,0.05504,False
Boreas-Fenix,154,,False
Caelum-Dawn,154,0.05512,False
Caelum-Elysium,154,0.03692,False
Caelum-Fenix,154,0.08223,True
Dawn-Elysium,154,0.01129,False
Dawn-Fenix,154,0.19963,False
Elysium-Fenix,154,0.07534,False
Aegis-Boreas,155,0.1905,False
Aegis-Dawn,155,0.02252,False
Aegis-Elysium,155,0.0106,False
Boreas-Dawn,155,0.00302,False
Boreas-Elysium,155,0.06202,False
Boreas-Fenix,155,0.04783,False
Caelum-Dawn,155,0.16674,False
Caelum-Elysium,155,0.24247,False
Caelum-Fenix,155,0.00283,False
Dawn-Elysium,155,0.19107,False
Dawn-Fenix,155,0.04246,False
Elysium-Fenix,155,,False
Aegis-Boreas,156,0.07142,False
Aegis-Dawn,156,0.01707,True
Aegis-Elysium,156,0.18764,False
Boreas-Dawn,156,,False
Boreas-Elysium,156,0.15778,False
Boreas-Fenix,156,0.00885,False
Caelum-Dawn,156,0.16824,False
Caelum-Elysium,156,0.13173,False
Caelum-Fenix,156,0.04487,False
Dawn-Elysium,156,0.13246,False
Dawn-Fenix,156,,False
Elysium-Fenix,156,0.01394,False
Aegis-Boreas,157,0.03559,False
Aegis-Dawn,157,0.05508,False
Aegis-Elysium,157,0.01168,False
Boreas-Dawn,157,0.14017,False
Boreas-Elysium,157,0.07788,False
Boreas-Fenix,157,0.02525,False
Caelum-Dawn,157,0.03388,False
Caelum-Elysium,157,0.00432,False
Caelum-Fenix,157,0.33798,False
Dawn-Elysium,157,0.02856,False
Dawn-Fenix,157,0.10275,False
Elysium-Fenix,157,0.14687,False
Aegis-Boreas,158,0.05254,False
Aegis-Dawn,158,0.10213,True
Aegis-Elysium,158,0.01871,False
Boreas-Dawn,158,0.06292,False
Boreas-Elysium,158,0.09106,True
Boreas-Fenix,158,0.00451,False
Caelum-Dawn,158,0.01042,False
Caelum-Elysium,158,,False
Caelum-Fenix,158,0.01977,False
Dawn-Elysium,158,0.02703,False
Dawn-Fenix,158,0.09359,False
Elysium-Fenix,158,0.18553,False
Aegis-Boreas,159,0.1832,False
Aegis-Dawn,159,0.06252,False
Aegis-Elysium,159,0.04303,False
Boreas-Dawn,159,0.00244,False
Boreas-Elysium,159,0.1442,False
Boreas-Fenix,159,,False
Caelum-Dawn,159,0.20764,False
Caelum-Elysium,159,0.00162,False
Caelum-Fenix,159,0.07303,False
Dawn-Elysium,159,0.05006,True
Dawn-Fenix,159,0.18629,False
Elysium-Fenix,159,0.04307,False
Aegis-Boreas,160,0.0187,False
Aegis-Dawn,160,0.5037,False
Aegis-Elysium,160,0.11753,False
Boreas-Dawn,160,0.00422,False
Boreas-Elysium,160,0.05177,False
Boreas-Fenix,160,0.04328,False
Caelum-Dawn,160,0.02645,False
Caelum-Elysium,160,0.00899,False
Caelum-Fenix,160,0.00651,False
Dawn-Elysium,160,0.10188,False
Dawn-Fenix,160,0.11552,False
Elysium-Fenix,160,0.00146,False
Aegis-Boreas,161,0.09087,False
Aegis-Dawn,161,0.05437,False
Aegis-Elysium,161,0.12336,False
Boreas-Dawn,161,0.03622,False
Boreas-Elysium,161,0.13958,False
Boreas-Fenix,161,0.06875,False
Caelum-Dawn,161,0.08167,False
Caelum-Elysium,161,0.01138,False
Caelum-Fenix,161,0.02178,False
Dawn-Elysium,161,0.07984,False
Dawn-Fenix,161,0.18986,False
Elysium-Fenix,161,0.10231,False
Aegis-Boreas,162,0.08593,True
Aegis-Dawn,162,0.10185,False
Aegis-Elysium,162,0.09803,False
Boreas-Dawn,162,0.0154,False
Boreas-Elysium,162,0.0541,False
Boreas-Fenix,162,0.0623,False
Caelum-Dawn,162,0.09145,False
Caelum-Elysium,162,0.1047,False
Caelum-Fenix,162,0.01785,False
Dawn-Elysium,162,0.28015,False
Dawn-Fenix,162,,False
Elysium-Fenix,162,0.04773,False
Aegis-Boreas,163,0.08018,False
Aegis-Dawn,163,0.00893,False
Aegis-Elysium,163,,False
Boreas-Dawn,163,0.12124,False
Boreas-Elysium,163,0.09526,False
Boreas-Fenix,163,0.23458,False
Caelum-Dawn,163,0.25633,False
Caelum-Elysium,163,,False
Caelum-Fenix,163,0.01332,False
Dawn-Elysium,163,0.03916,False
Dawn-Fenix,163,0.08588,False
Elysium-Fenix,163,0.01671,False
Aegis-Boreas,164,0.02832,False
Aegis-Dawn,164,0.03505,False
Aegis-Elysium,164,0.18945,False
Boreas-Dawn,164,,False
Boreas-Elysium,164,0.0545,False
Boreas-Fenix,164,0.03953,False
Caelum-Dawn,164,0.06347,False
Caelum-Elysium,164,0.17057,False
Caelum-Fenix,164,0.07133,False
Dawn-Elysium,164,0.04462,False
Dawn-Fenix,164,0.08936,False
Elysium-Fenix,164,0.0521,False
Aegis-Boreas,165,0.11177,True
Aegis-Dawn,165,0.0839,False
Aegis-Elysium,165,0.03559,False
Boreas-Dawn,165,0.06183,False
Boreas-Elysium,165,0.02612,False
Boreas-Fenix,165,,False
Caelum-Dawn,165,0.12491,False
Caelum-Elysium,165,0.01083,False
Caelum-Fenix,165,0.27322,False
Dawn-Elysium,165,0.05301,False
Dawn-Fenix,165,0.0574,False
Elysium-Fenix,165,0.03747,False
Aegis-Boreas,166,0.01474,False
Aegis-Dawn,166,,False
Aegis-Elysium,166,0.01877,True
Boreas-Dawn,166,0.04694,False
Boreas-Elysium,166,0.26429,False
Boreas-Fenix,166,0.0965,False
Caelum-Dawn,166,0.2082,False
Caelum-Elysium,166,0.00052,False
Caelum-Fenix,166,0.04542,False
Dawn-Elysium,166,0.06164,False
Dawn-Fenix,166,0.1116,False
Elysium-Fenix,166,0.06356,False
Aegis-Boreas,167,0.0313,False
Aegis-Dawn,167,0.01195,False
Aegis-Elysium,167,0.01964,False
Boreas-Dawn,167,0.0177,True
Boreas-Elysium,167,0.28452,False
Boreas-Fenix,167,0.03017,False
Caelum-Dawn,167,0.27351,False
Caelum-Elysium,167,0.07155,False
Caelum-Fenix,167,0.02619,True
Dawn-Elysium,167,0.07097,True
Dawn-Fenix,167,0.00843,False
Elysium-Fenix,167,0.15408,False
Aegis-Boreas,168,0.05446,False
Aegis-Dawn,168,0.15775,False
Aegis-Elysium,168,0.04298,True
Boreas-Dawn,168,0.28977,False
Boreas-Elysium,168,0.00012,False
Boreas-Fenix,168,0.07199,False
Caelum-Dawn,168,0.02331,False
Caelum-Elysium,168,,True
Caelum-Fenix,168,0.00697,False
Dawn-Elysium,168,0.06237,False
Dawn-Fenix,168,0.08578,False
Elysium-Fenix,168,0.05411,False
Aegis-Boreas,169,0.02306,True
Aegis-Dawn,169,0.20769,False
Aegis-Elysium,169,0.05995,False
Boreas-Dawn,169,0.01936,False
Boreas-Elysium,169,0.00551,False
Boreas-Fenix,169,0.16188,True
Caelum-Dawn,169,0.02486,False
Caelum-Elysium,169,0.11272,False
Caelum-Fenix,169,0.13555,False
Dawn-Elysium,169,0.07667,False
Dawn-Fenix,169,0.08542,False
Elysium-Fenix,169,0.08732,False
Aegis-Boreas,170,0.01287,False
Aegis-Dawn,170,0.09474,False
Aegis-Elysium,170,0.07199,False
Boreas-Dawn,170,0.07387,False
Boreas-Elysium,170,0.11814,False
Boreas-Fenix,170,0.02793,True
Caelum-Dawn,170,0.3348,False
Caelum-Elysium,170,0.06511,False
Caelum-Fenix,170,0.00021,False
Dawn-Elysium,170,0.01046,False
Dawn-Fenix,170,0.00085,False
Elysium-Fenix,170,0.18903,False
Aegis-Boreas,171,0.12505,False
Aegis-Dawn,171,0.42333,False
Aegis-Elysium,171,0.01878,False
Boreas-Dawn,171,0.12772,False
Boreas-Elysium,171,0.03332,False
Boreas-Fenix,171,0.04075,False
Caelum-Dawn,171,0.00194,False
Caelum-Elysium,171,0.00828,False
Caelum-Fenix,171,,False
Dawn-Elysium,171,0.03256,False
Dawn-Fenix,171,0.02634,False
Elysium-Fenix,171,0.09098,False
Aegis-Boreas,172,0.01028,False
Aegis-Dawn,172,0.03164,False
Aegis-Elysium,172,0.00487,False
Boreas-Dawn,172,0.0068,False
Boreas-Elysium,172,0.01189,False
Boreas-Fenix,172,0.08707,False
Caelum-Dawn,172,0.03176,False
Caelum-Elysium,172,0.04246,False
Caelum-Fenix,172,0.1248,False
Dawn-Elysium,172,0.31832,False
Dawn-Fenix,172,0.12597,False
Elysium-Fenix,172,0.20415,False
Aegis-Boreas,173,0.12389,False
Aegis-Dawn,173,0.08109,False
Aegis-Elysium,173,0.13799,False
Boreas-Dawn,173,0.01934,False
Boreas-Elysium,173,0.02965,False
Boreas-Fenix,173,0.0063,False
Caelum-Dawn,173,0.13669,False
Caelum-Elysium,173,0.13601,True
Caelum-Fenix,173,0.12902,False
Dawn-Elysium,173,0.01396,True
Dawn-Fenix,173,0.15607,False
Elysium-Fenix,173,0.02999,False
Aegis-Boreas,174,0.03365,False
Aegis-Dawn,174,0.01931,False
Aegis-Elysium,174,0.20834,False
Boreas-Dawn,174,0.00967,False
Boreas-Elysium,174,0.01628,False
Boreas-Fenix,174,0.11191,False
Caelum-Dawn,174,0.16045,False
Caelum-Elysium,174,0.20921,False
Caelum-Fenix,174,0.06352,False
Dawn-Elysium,174,0.00196,False
Dawn-Fenix,174,0.05348,False
Elysium-Fenix,174,0.11222,False
Aegis-Boreas,175,0.10837,False
Aegis-Dawn,175,0.15683,False
Aegis-Elysium,175,0.01073,False
Boreas-Dawn,175,0.03671,False
Boreas-Elysium,175,0.03929,False
Boreas-Fenix,175,0.15771,False
Caelum-Dawn,175,0.00352,False
Caelum-Elysium,175,0.01696,False
Caelum-Fenix,175,0.08483,False
Dawn-Elysium,175,0.16814,False
Dawn-Fenix,175,0.00555,False
Elysium-Fenix,175,,False
Aegis-Boreas,176,0.01707,False
Aegis-Dawn,176,0.01605,False
Aegis-Elysium,176,0.05874,False
Boreas-Dawn,176,0.13595,False
Boreas-Elysium,176,0.05444,False
Boreas-Fenix,176,0.0708,False
Caelum-Dawn,176,0.11209,False
Caelum-Elysium,176,0.04485,False
Caelum-Fenix,176,0.17647,False
Dawn-Elysium,176,0.00605,True
Dawn-Fenix,176,0.22549,False
Elysium-Fenix,176,0.08198,False
Aegis-Boreas,177,0.04627,True
Aegis-Dawn,177,0.00754,False
Aegis-Elysium,177,0.05546,False
Boreas-Dawn,177,,False
Boreas-Elysium,177,0.19848,False
Boreas-Fenix,177,0.27781,False
Caelum-Dawn,177,0.02313,False
Caelum-Elysium,177,0.03195,True
Caelum-Fenix,177,0.0304,False
Dawn-Elysium,177,0.01027,False
Dawn-Fenix,177,0.14771,False
Elysium-Fenix,177,0.11623,False
Aegis-Boreas,178,0.01701,False
Aegis-Dawn,178,0.11439,True
Aegis-Elysium,178,0.03746,False
Boreas-Dawn,178,0.10259,False
Boreas-Elysium,178,0.02835,False
Boreas-Fenix,178,0.01488,True
Caelum-Dawn,178,0.39322,False
Caelum-Elysium,178,0.18215,False
Caelum-Fenix,178,0.02457,True
Dawn-Elysium,178,0.01789,True
Dawn-Fenix,178,0.0207,False
Elysium-Fenix,178,0.04679,False
Aegis-Boreas,179,0.16616,False
Aegis-Dawn,179,0.11361,False
Aegis-Elysium,179,0.11967,False
Boreas-Dawn,179,0.18532,False
Boreas-Elysium,179,0.0199,False
Boreas-Fenix,179,0.07787,False
Caelum-Dawn,179,0.03293,False
Caelum-Elysium,179,0.03754,False
Caelum-Fenix,179,0.07944,False
Dawn-Elysium,179,0.00986,False
Dawn-Fenix,179,0.12979,False
Elysium-Fenix,179,0.02792,False
Aegis-Boreas,180,0.03645,False
Aegis-Dawn,180,,False
Aegis-Elysium,180,0.05302,False
Boreas-Dawn,180,0.07581,False
Boreas-Elysium,180,0.05744,False
Boreas-Fenix,180,0.01008,False
Caelum-Dawn,180,0.28991,False
Caelum-Elysium,180,0.01824,False
Caelum-Fenix,180,0.01847,False
Dawn-Elysium,180,0.03419,False
Dawn-Fenix,180,0.02637,False
Elysium-Fenix,180,0.00875,False
Aegis-Boreas,181,0.09735,False
Aegis-Dawn,181,0.06685,True
Aegis-Elysium,181,0.04066,False
Boreas-Dawn,181,0.04707,False
Boreas-Elysium,181,0.08962,False
Boreas-Fenix,181,0.08068,False
Caelum-Dawn,181,0.03029,False
Caelum-Elysium,181,0.05509,False
Caelum-Fenix,181,0.05656,False
Dawn-Elysium,181,0.18776,False
Dawn-Fenix,181,0.24743,False
Elysium-Fenix,181,0.00064,False
Aegis-Boreas,182,0.0613,False
Aegis-Dawn,182,0.06044,False
Aegis-Elysium,182,0.06284,False
Boreas-Dawn,182,0.02706,False
Boreas-Elysium,182,0.0072,False
Boreas-Fenix,182,0.18197,True
Caelum-Dawn,182,0.2753,False
Caelum-Elysium,182,0.01519,False
Caelum-Fenix,182,0.03046,False
Dawn-Elysium,182,0.06985,False
Dawn-Fenix,182,0.12984,False
Elysium-Fenix,182,0.07855,False
Aegis-Boreas,183,0.11847,False
Aegis-Dawn,183,0.1474,False
Aegis-Elysium,183,0.01396,False
Boreas-Dawn,183,0.02381,False
Boreas-Elysium,183,0.01699,False
Boreas-Fenix,183,,False
Caelum-Dawn,183,0.01447,False
Caelum-Elysium,183,0.10104,False
Caelum-Fenix,183,0.20845,False
Dawn-Elysium,183,0.00956,False
Dawn-Fenix,183,0.28277,False
Elysium-Fenix,183,0.05053,True
Aegis-Boreas,184,,False
Aegis-Dawn,184,0.24921,False
Aegis-Elysium,184,0.08809,False
Boreas-Dawn,184,0.05178,False
Boreas-Elysium,184,0.07589,False
Boreas-Fenix,184,0.00356,False
Caelum-Dawn,184,0.1579,False
Caelum-Elysium,184,0.02933,False
Caelum-Fenix,184,0.06694,True
Dawn-Elysium,184,0.00069,False
Dawn-Fenix,184,0.04682,False
Elysium-Fenix,184,0.05622,True
Aegis-Boreas,185,0.00435,False
Aegis-Dawn,185,0.05325,False
Aegis-Elysium,185,0.05399,False
Boreas-Dawn,185,0.15805,False
Boreas-Elysium,185,0.07724,False
Boreas-Fenix,185,0.06378,False
Caelum-Dawn,185,0.07502,False
Caelum-Elysium,185,0.20045,False
Caelum-Fenix,185,0.08108,False
Dawn-Elysium,185,0.0455,False
Dawn-Fenix,185,0.16895,False
Elysium-Fenix,185,0.01835,True
Aegis-Boreas,186,0.14949,True
Aegis-Dawn,186,0.05181,False
Aegis-Elysium,186,0.09763,False
Boreas-Dawn,186,0.02103,False
Boreas-Elysium,186,0.25291,False
Boreas-Fenix,186,0.09056,False
Caelum-Dawn,186,0.00137,False
Caelum-Elysium,186,0.14348,False
Caelum-Fenix,186,0.02375,False
Dawn-Elysium,186,0.06437,False
Dawn-Fenix,186,0.00641,False
Elysium-Fenix,186,0.0972,False
Aegis-Boreas,187,0.03686,False
Aegis-Dawn,187,0.01065,False
Aegis-Elysium,187,0.04121,False
Boreas-Dawn,187,0.02233,False
Boreas-Elysium,187,0.04148,False
Boreas-Fenix,187,0.09182,False
Caelum-Dawn,187,0.00323,False
Caelum-Elysium,187,0.01217,False
Caelum-Fenix,187,0.04666,False
Dawn-Elysium,187,0.07859,False
Dawn-Fenix,187,0.45303,False
Elysium-Fenix,187,,False
Aegis-Boreas,188,0.0178,False
Aegis-Dawn,188,0.04143,True
Aegis-Elysium,188,0.0248,False
Boreas-Dawn,188,0.07307,False
Boreas-Elysium,188,0.166,False
Boreas-Fenix,188,0.02053,True
Caelum-Dawn,188,0.07165,False
